Item1,relation,Item2
菲律宾,part of,东南亚
硫氰化物,instance of,阴离子
东平,located in the administrative territorial entity,泰安市
中非,shares border with,刚果民主共和国
威尔士,located in the administrative territorial entity,英格兰王国
通辽市,country,中华人民共和国
马辰,capital of,南加里曼丹省
林纳斯·托瓦兹,country of citizenship,芬兰
文莱,diplomatic relation,德国
马太,country of citizenship,美国
拉普拉斯变换,instance of,积分变换
弗洛勒斯海,instance of,海
卡托维兹,country,波兰
一神论,instance of,宗派
耶拿,instance of,大城市
智利,diplomatic relation,马来西亚
叉积,subclass of,二元运算
东帝汶,member of,联合国
科索沃战争,participant,丹麦
剧场,subclass of,表演艺术
欧阳修,country of citizenship,宋朝
土库曼语,writing system,阿拉伯字母
联合王国,diplomatic relation,加拿大
博登湖,country,奥地利
介子,interaction,引力
帕拉马里博,located in or next to body of water,大西洋
马克斯·冯·劳厄,languages spoken written or signed,德语
分娩,subclass of,出生
唐高祖,country of citizenship,隋朝
乌兹别克,instance of,主权国家
琼山,instance of,区
裸藻门,taxon rank,亚门
非洲之角,located in or next to body of water,红海
俄罗斯人,religion,正教
韵母,has part,韵腹
爱因斯坦,country of citizenship,美国
阿拉贡王国,basic form of government,君主制
湖南,shares border with,湖北省
安南,award received,诺贝尔和平奖
乌克兰,part of,东欧
约瑟夫·李斯特,occupation,医生
波斯尼亚和黑塞哥维那,instance of,主权国家
济州特别自治道,country,大韩民国
台湾,shares border with,日本
慈溪,instance of,县级市
长江流域,instance of,流域
昭和,follows,大正
分子云,has parts of the class,一氧化碳
南美,contains administrative territorial entity,乌拉圭
尼泊尔,shares border with,中华人民共和国
电灯,subclass of,灯
乔瓦尼·卡波托,occupation,探险家
少典,child,炎帝
拉里·佩奇,occupation,企业家
临安市,instance of,区
海神,original language of work,朝鲜语
卡尔梅克语,writing system,西里尔字母
石勒,place of birth,中国
狄拉克,country of citizenship,瑞士
吊茶包,instance of,人类性行为
利玛窦,religious order,耶稣会
亨利,family name identical to this given name,亨利
莫斯科,twinned administrative body,布鲁塞尔
戊戌,part of,干支
甲醛,subject has role,消毒
柯尔克孜语,writing system,西里尔字母
汉堡,twinned administrative body,布拉格
射箭,uses,弓
梵蒂冈,diplomatic relation,格鲁吉亚
泰国国会,applies to jurisdiction,泰国
科索沃和梅托希亚自治省,office held by head of government,总统
政和,country,中华人民共和国
太行山,located in the administrative territorial entity,山西省
赫尔曼·闵可夫斯基,field of work,数论
昆山,instance of,副地级市
津巴布韦,member of,联合国
安塔利亚省,country,土耳其
寿宁,instance of,县
圣殿山,continent,亚洲
烟酰胺腺嘌呤二核苷酸,instance of,化合物
乌克兰,diplomatic relation,南非
鲁穆公,family name,姬
澳,diplomatic relation,土耳其
康有为,field of work,哲学
合取,instance of,布尔函数
行星,model item,冥王星
台湾,diplomatic relation,乌克兰
松树,taxon rank,科
瑞典,diplomatic relation,意大利
费尔南多三世,place of burial,塞维利亚主教座堂
地级,country,中华人民共和国
钢铁,original language of work,英语
岳阳,country,中华人民共和国
考古,instance of,学科
文昌鱼,parent taxon,脊索动物
夏县,country,中华人民共和国
列宁,work location,莫斯科
圣彼得堡,twinned administrative body,德黑兰
自由软件,facet of,计算机程序
巴拿马,instance of,国家
阿拉伯国家,shares border with,尼日尔
范仲淹,occupation,作家
密西拿,part of,塔木德
莫三比克,member of,世界贸易组织
萨克森,shares border with,图林根
几内亚湾,part of,大西洋
白俄罗斯,instance of,共和制
费尔南多三世,sex or gender,男性
卢旺达,diplomatic relation,法国
阿尔伯特·爱因斯坦,occupation,物理学家
装甲运兵车,designed to carry,士兵
汉文帝,position held,中国皇帝
沙地阿拉伯,diplomatic relation,阿尔及利亚
曹植,father,曹操
亚琛,country,德国
梁,instance of,姓氏
土库曼,diplomatic relation,美国
明治天皇,cause of death,糖尿病
开封,instance of,地级市
南海区,located in the administrative territorial entity,佛山市
默兹河,continent,欧洲
广安市,located in the administrative territorial entity,四川省
运输,use,物流
黎凡特,has part,约旦
苏禄苏丹国,currency,以物易物
犹太人,religion,犹太教
谷歌,stock exchange,纳斯达克
巴基斯坦,diplomatic relation,东德
ECMAScript,standards body,Ecma国际
爱因斯坦,country of citizenship,瑞士
12,prime factor,2
中华人民共和国,diplomatic relation,阿拉伯联合酋长国
北齐,capital,邺
龙岩话,subclass of,闽南语
普洛科皮乌斯,sex or gender,男性
申,contains administrative territorial entity,虹口区
罗马尼亚,diplomatic relation,丹麦
调查者号海峡,instance of,海峡
慈运理,sex or gender,男性
立陶宛,diplomatic relation,奥地利
容量,instance of,物理量
瓦勒德瓦兹省,shares border with,上塞纳省
斯宾诺莎,influenced by,托马斯·霍布斯
猎豹,taxon rank,种
真菌,different from,植物
人民,different from,族群
社会团体,language of work or name,汉语
城市,subclass of,群体
刘德华,country of citizenship,中华人民共和国
泰晤士河,located in the administrative territorial entity,大伦敦
不列颠,diplomatic relation,墨西哥
卡迪夫,instance of,城市
天城文,instance of,元音附标文字
阿迪格共和国,located in the administrative territorial entity,俄罗斯
撒拉,child,以撒
西欧,has part,摩纳哥
纽西兰,country,新西兰
抗磁性,subclass of,磁
南非,diplomatic relation,以色列
科西嘉岛,part of,法国
斯洛伐克,diplomatic relation,美国
泰国,shares border with,老挝
上夸克,interaction,强相互作用
戊醛糖,has part,碳
马其顿共和国,diplomatic relation,希腊
朊毒体,subclass of,蛋白质
迪拜,twinned administrative body,巴塞罗那
计算器,subclass of,计算器
头骨,subclass of,骨骼
新英格兰,country,美国
克劳德·艾尔伍德·香农,religion,无神论
紫禁城,located in the administrative territorial entity,北京市
约翰·巴丁,occupation,物理学家
吉尔伯特·牛顿·路易斯,educated at,哈佛大学
服务,different from,商品
卵磷脂,subject has role,表面活性剂
文艺复兴,follows,中世纪
管叔,sibling,周公旦
巴拿马,basic form of government,共和制
伊拉克,diplomatic relation,丹麦
苏禄省,country,菲律宾
刘禅,father,刘备
上饶市,country,中华人民共和国
巴勒斯坦民族权力机构,continent,亚洲
斯洛伐克,continent,欧洲
等位基因,subclass of,基因
哥伦比亚,diplomatic relation,尼加拉瓜
慈禧太后,family,爱新觉罗
Na,diplomatic relation,美国
巴基斯坦,diplomatic relation,阿尔及利亚
老普林尼,notable work,博物志
柬埔寨,diplomatic relation,马来西亚
泰雅族,instance of,族群
詹姆斯·克拉克·麦克斯韦,employer,剑桥大学
越南,diplomatic relation,塞尔维亚
朝廷,part of,君主制
天津大学,headquarters location,天津市
江西,contains administrative territorial entity,上饶市
赵紫阳,country of citizenship,中华人民共和国
巴拉圭,part of,南美洲
禹州市,country,中华人民共和国
后梁,continent,亚洲
卡纳达语,instance of,语言
米兰,twinned administrative body,北京市
施耐庵,place of death,明朝
辽,shares border with,河北省
契诃夫,country,俄罗斯
福建,capital,福州市
金日成,country of citizenship,苏联
苏禄省,located in the administrative territorial entity,棉兰老穆斯林自治区
阿方索九世,country of citizenship,莱昂王国
以色列,capital,耶路撒冷
MS-DOS,instance of,DOS
胡适,nominated for,诺贝尔文学奖
澳,diplomatic relation,希腊
亚松森,instance of,首都
西班牙帝国,capital,马德里
清圣祖,sex or gender,男性
东京,twinned administrative body,罗马
约瑟夫·斯大林,position held,苏联部长会议主席
吉布提,diplomatic relation,埃塞俄比亚
明武宗,position held,皇帝
溶剂,physically interacts with,溶质
维也纳,twinned administrative body,伊斯坦堡
耆那教,located on terrain feature,欧洲
影响因子,instance of,系数
本州,country,日本
郑和下西洋,time period,明朝
编年体,subclass of,史料
努纳武特,country,加拿大
修辞,part of,通信
斯德哥尔摩省,country,瑞典
宝应县,located in the administrative territorial entity,扬州市
台湾省,contains administrative territorial entity,新竹市
纽约,instance of,全球城市
东南亚国家,official language,汉语
利比里亚,shares border with,科特迪瓦
徐岳,ethnic group,汉族
共产党宣言,author,卡尔·马克思
福州,contains administrative territorial entity,永泰县
休谟,languages spoken written or signed,英语
塞浦路斯,instance of,国家
义,participant,慈禧太后
侏罗纪,part of,中生代
国际货币基金组织,country,美国
天地之中,country,中华人民共和国
圆规,subclass of,工具
匈牙利劳动人民党,country,匈牙利
塞内加尔,continent,非洲
性侵害,subclass of,罪行
编辑,field of this occupation,编辑
皮埃蒙特,located in the administrative territorial entity,意大利
人体,studied by,人体解剖学
量子数,subclass of,物理性质
孟加拉,diplomatic relation,马尔代夫
12,instance of,自然数
巴斯克,linguistic typology,主宾谓结构
配偶子,opposite of,孢子
尼采,influenced by,苏格拉底
维罗纳,country,意大利
衡阳,contains administrative territorial entity,衡阳县
黎巴嫩,continent,亚洲
Na,official language,英语
丹麦,capital,哥本哈根
阿富汗,shares border with,乌兹别克斯坦
中间层,followed by,热层
洛杉矶国际机场,named after,洛杉矶
太原,country,中华人民共和国
书评,subclass of,文学批评
北魏明元帝,child,魏太武帝
孟加拉,diplomatic relation,丹麦
石鼓,country of citizenship,宋朝
索马里,diplomatic relation,中华人民共和国
IE,contains administrative territorial entity,科克郡
阿尔及利亚,instance of,国家
穆罕默德,said to be the same as,穆罕默德
威尼托,shares border with,艾米利亚-罗马涅
尼采,sex or gender,男性
捷克,diplomatic relation,巴基斯坦
梅贻琦,place of birth,天津市
索马里,member of,联合国
芬兰,member of,欧洲联盟
甲醇,instance of,化合物
突厥,capital,安卡拉
岐山,country,中华人民共和国
做功,instance of,物理量
紫色,subclass of,红色
期刊引证报告,language of work or name,英语
乌克兰苏维埃社会主义共和国,member of,联合国
拉昂错,instance of,湖泊
供水,subclass of,服务
转世,part of,哲学
黄山,instance of,地级市
突厥,contains administrative territorial entity,布尔萨省
坦桑尼亚,member of,联合国
塞浦路斯,instance of,主权国家
摄影,use,利润
波塞冬,said to be the same as,尼普顿
贺龙,country of citizenship,中华人民共和国
藏区,located on terrain feature,中亚
昆士兰州,shares border with,南澳大利亚州
马耳他,diplomatic relation,英国
苏禄省,office held by head of government,省长
埃塞俄比亚,shares border with,吉布提
光武帝,position held,中国皇帝
MS-DOS,based on,CP/M
吕不韦,child,秦始皇
嫪毐,manner of death,死刑
西塞罗,occupation,哲学家
过氧化氢,subject has role,氧化剂
刘歆,country of citizenship,新朝
荷兰王国,member of,联合国
刚果民主共和国,member of,联合国
襄阳,instance of,地级市
温斯顿·丘吉尔,member of political party,自由党
帝汶,continent,亚洲
